impression_id,user_id,ad_id,campaign_id,impression_time,device_type
IMP-027733,FNP-U08835,AD-008,CMP-002,2026-03-04 06:38:11,Desktop
IMP-095720,FNP-U04692,AD-005,CMP-002,2026-03-16 06:33:11,Desktop
IMP-123376,FNP-U09190,AD-014,CMP-004,2026-03-26 09:50:26,Mobile
IMP-130371,FNP-U07459,AD-013,CMP-004,2026-01-25 00:13:56,Desktop
IMP-044137,FNP-U02785,AD-002,CMP-001,2026-03-24 09:56:37,Mobile
IMP-068452,FNP-U02139,AD-012,CMP-003,2026-03-09 09:26:43,Mobile
IMP-124254,FNP-U05097,AD-014,CMP-004,2026-03-10 21:57:50,Desktop
IMP-134407,FNP-U01710,AD-004,CMP-001,2026-01-23 13:49:50,Desktop
IMP-007497,FNP-U01687,AD-005,CMP-002,2026-03-06 21:31:01,Mobile
IMP-079666,FNP-U05027,AD-021,CMP-006,2026-01-13 09:33:40,Desktop
IMP-005433,FNP-U07483,AD-002,CMP-001,2026-03-03 13:12:48,Mobile
IMP-119721,FNP-U08773,AD-004,CMP-001,2026-02-14 09:05:53,Desktop
IMP-125140,FNP-U00828,AD-017,CMP-005,2026-03-04 13:18:00,Mobile
IMP-106135,FNP-U05876,AD-006,CMP-002,2026-03-07 00:49:37,Mobile
IMP-156803,FNP-U08083,AD-012,CMP-003,2026-01-04 13:15:15,Desktop
IMP-050856,FNP-U06509,AD-021,CMP-006,2026-02-06 09:17:17,Mobile
IMP-148775,FNP-U02971,AD-018,CMP-005,2026-03-08 13:24:37,Mobile
IMP-055418,FNP-U01412,AD-010,CMP-003,2026-01-31 06:31:31,Mobile
IMP-101189,FNP-U01144,AD-005,CMP-002,2026-01-10 13:41:34,Mobile
IMP-037090,FNP-U05966,AD-004,CMP-001,2026-01-04 00:35:02,Mobile
IMP-039328,FNP-U02192,AD-014,CMP-004,2026-03-01 13:01:40,Mobile
IMP-194460,FNP-U07155,AD-008,CMP-002,2026-02-06 21:37:09,Mobile
IMP-141244,FNP-U02613,AD-007,CMP-002,2026-01-06 09:46:17,Mobile
IMP-041619,FNP-U02703,AD-017,CMP-005,2026-02-05 00:44:54,Mobile
IMP-072616,FNP-U03477,AD-002,CMP-001,2026-01-04 13:57:06,Desktop
IMP-061575,FNP-U08356,AD-013,CMP-004,2026-01-17 13:11:40,Tablet
IMP-166129,FNP-U02456,AD-013,CMP-004,2026-02-06 09:09:00,Mobile
IMP-190453,FNP-U05925,AD-002,CMP-001,2026-02-13 13:59:50,Tablet
IMP-163967,FNP-U05206,AD-021,CMP-006,2026-01-02 18:54:40,Mobile
IMP-078124,FNP-U08921,AD-011,CMP-003,2026-01-29 09:44:53,Desktop
IMP-147735,FNP-U06221,AD-006,CMP-002,2026-02-18 18:37:18,Mobile
IMP-014245,FNP-U00828,AD-010,CMP-003,2026-03-26 21:03:36,Mobile
IMP-025027,FNP-U02058,AD-008,CMP-002,2026-03-09 06:37:36,Desktop
IMP-107891,FNP-U00324,AD-022,CMP-006,2026-02-22 13:56:28,Desktop
IMP-079430,FNP-U07639,AD-018,CMP-005,2026-02-13 21:05:25,Mobile
IMP-027027,FNP-U06224,AD-016,CMP-004,2026-01-27 09:30:28,Mobile
IMP-179306,FNP-U00123,AD-015,CMP-004,2026-03-10 00:43:58,Mobile
IMP-144694,FNP-U02471,AD-003,CMP-001,2026-01-07 06:53:32,Mobile
IMP-077337,FNP-U05577,AD-012,CMP-003,2026-01-03 21:58:06,Mobile
IMP-140805,FNP-U04141,AD-005,CMP-002,2026-01-21 09:31:43,Mobile
IMP-148448,FNP-U06873,AD-017,CMP-005,2026-01-04 09:43:25,Mobile
IMP-118728,FNP-U02651,AD-012,CMP-003,2026-01-25 21:54:06,Mobile
IMP-109220,FNP-U09689,AD-017,CMP-005,2026-01-24 13:32:16,Desktop
IMP-153940,FNP-U07060,AD-021,CMP-006,2026-01-13 09:44:58,Mobile
IMP-110622,FNP-U05619,AD-013,CMP-004,2026-01-22 18:41:20,Mobile
IMP-054801,FNP-U06248,AD-004,CMP-001,2026-01-24 06:23:56,Mobile
IMP-002688,FNP-U03107,AD-017,CMP-005,2026-03-22 06:11:29,Tablet
IMP-162182,FNP-U00424,AD-019,CMP-005,2026-01-27 06:37:12,Desktop
IMP-186692,FNP-U04878,AD-007,CMP-002,2026-01-10 09:21:42,Desktop
IMP-108054,FNP-U04616,AD-021,CMP-006,2026-01-08 00:56:41,Mobile
IMP-084785,FNP-U05721,AD-001,CMP-001,2026-03-14 09:30:21,Mobile
IMP-195842,FNP-U06817,AD-006,CMP-002,2026-03-16 09:05:50,Mobile
IMP-043722,FNP-U04902,AD-017,CMP-005,2026-01-12 13:14:25,Desktop
IMP-117420,FNP-U03717,AD-001,CMP-001,2026-02-07 13:45:02,Mobile
IMP-043271,FNP-U03228,AD-009,CMP-003,2026-01-19 18:44:05,Desktop
IMP-165817,FNP-U05010,AD-002,CMP-001,2026-03-27 06:04:09,Mobile
IMP-194973,FNP-U06553,AD-015,CMP-004,2026-01-22 13:54:40,Mobile
IMP-185411,FNP-U05810,AD-008,CMP-002,2026-01-19 13:50:19,Mobile
IMP-143744,FNP-U05782,AD-016,CMP-004,2026-01-14 18:22:00,Desktop
IMP-085855,FNP-U07536,AD-014,CMP-004,2026-03-31 21:53:25,Mobile
IMP-147694,FNP-U07651,AD-019,CMP-005,2026-02-22 09:36:39,Desktop
IMP-060584,FNP-U01764,AD-007,CMP-002,2026-02-20 18:00:42,Desktop
IMP-185046,FNP-U00654,AD-008,CMP-002,2026-02-28 13:39:48,Mobile
IMP-051484,FNP-U03207,AD-002,CMP-001,2026-02-17 21:09:45,Desktop
IMP-074002,FNP-U02775,AD-021,CMP-006,2026-03-08 18:59:46,Mobile
IMP-111226,FNP-U05437,AD-002,CMP-001,2026-03-26 13:43:13,Mobile
IMP-011515,FNP-U03734,AD-014,CMP-004,2026-03-02 13:50:18,Mobile
IMP-152563,FNP-U02670,AD-004,CMP-001,2026-03-01 18:08:19,Desktop
IMP-179053,FNP-U04019,AD-007,CMP-002,2026-03-12 18:27:53,Mobile
IMP-123401,FNP-U07863,AD-007,CMP-002,2026-03-18 21:44:05,Mobile
IMP-166231,FNP-U04197,AD-013,CMP-004,2026-01-27 06:41:08,Mobile
IMP-127533,FNP-U05405,AD-006,CMP-002,2026-01-08 13:53:38,Desktop
IMP-002753,FNP-U00633,AD-004,CMP-001,2026-03-30 13:16:46,Desktop
IMP-055581,FNP-U09395,AD-019,CMP-005,2026-01-30 09:51:29,Mobile
IMP-194452,FNP-U05818,AD-003,CMP-001,2026-03-08 09:59:33,Mobile
IMP-047676,FNP-U07114,AD-005,CMP-002,2026-03-15 13:53:26,Mobile
IMP-081299,FNP-U07877,AD-008,CMP-002,2026-03-16 06:50:40,Mobile
IMP-092793,FNP-U05067,AD-021,CMP-006,2026-02-22 18:33:44,Desktop
IMP-142908,FNP-U09147,AD-006,CMP-002,2026-01-10 09:08:02,Mobile
IMP-068599,FNP-U02961,AD-006,CMP-002,2026-01-04 21:42:47,Mobile
IMP-176258,FNP-U02522,AD-001,CMP-001,2026-03-20 09:47:26,Desktop
IMP-044443,FNP-U08601,AD-001,CMP-001,2026-02-05 18:28:37,Desktop
IMP-026382,FNP-U00939,AD-010,CMP-003,2026-01-27 13:56:53,Desktop
IMP-173688,FNP-U03360,AD-015,CMP-004,2026-01-30 09:57:09,Mobile
IMP-040855,FNP-U09739,AD-014,CMP-004,2026-02-24 13:29:24,Mobile
IMP-018601,FNP-U04245,AD-011,CMP-003,2026-02-19 21:43:45,Mobile
IMP-140565,FNP-U03711,AD-003,CMP-001,2026-02-06 09:02:30,Mobile
IMP-198761,FNP-U04929,AD-017,CMP-005,2026-02-05 13:53:20,Mobile
IMP-062929,FNP-U07722,AD-023,CMP-006,2026-03-23 21:53:54,Mobile
IMP-041549,FNP-U09282,AD-021,CMP-006,2026-02-03 13:10:36,Desktop
IMP-167637,FNP-U07041,AD-006,CMP-002,2026-03-06 21:24:14,Desktop
IMP-045859,FNP-U01182,AD-015,CMP-004,2026-03-17 06:44:06,Mobile
IMP-168447,FNP-U01961,AD-012,CMP-003,2026-02-27 18:23:37,Desktop
IMP-001770,FNP-U07076,AD-009,CMP-003,2026-01-06 18:02:44,Mobile
IMP-160973,FNP-U04667,AD-014,CMP-004,2026-01-23 18:25:20,Mobile
IMP-003462,FNP-U09931,AD-010,CMP-003,2026-02-11 09:57:59,Mobile
IMP-061208,FNP-U08071,AD-008,CMP-002,2026-03-27 09:32:06,Desktop
IMP-017552,FNP-U05573,AD-004,CMP-001,2026-02-13 13:11:47,Mobile
IMP-066436,FNP-U00915,AD-016,CMP-004,2026-03-05 13:24:05,Desktop
IMP-182265,FNP-U06957,AD-019,CMP-005,2026-03-23 09:48:00,Mobile
IMP-137141,FNP-U04750,AD-022,CMP-006,2026-01-02 06:06:53,Mobile
IMP-112462,FNP-U07299,AD-017,CMP-005,2026-01-02 09:07:51,Desktop
IMP-176136,FNP-U06114,AD-006,CMP-002,2026-01-17 13:19:07,Desktop
IMP-079377,FNP-U00788,AD-015,CMP-004,2026-01-10 21:58:07,Mobile
IMP-087815,FNP-U07331,AD-022,CMP-006,2026-03-22 13:17:56,Mobile
IMP-005972,FNP-U08390,AD-008,CMP-002,2026-01-03 09:59:36,Mobile
IMP-189392,FNP-U07697,AD-006,CMP-002,2026-01-10 13:13:07,Mobile
IMP-064755,FNP-U04703,AD-006,CMP-002,2026-03-11 13:01:54,Desktop
IMP-157000,FNP-U09604,AD-012,CMP-003,2026-03-11 09:23:50,Mobile
IMP-109490,FNP-U02258,AD-008,CMP-002,2026-01-21 18:34:48,Desktop
IMP-078204,FNP-U01255,AD-002,CMP-001,2026-02-22 21:43:02,Mobile
IMP-052621,FNP-U08313,AD-009,CMP-003,2026-01-14 18:03:59,Mobile
IMP-104113,FNP-U08475,AD-001,CMP-001,2026-03-11 09:56:13,Mobile
IMP-046357,FNP-U00509,AD-016,CMP-004,2026-02-25 21:37:28,Desktop
IMP-134696,FNP-U05542,AD-010,CMP-003,2026-02-01 13:34:28,Mobile
IMP-184127,FNP-U05832,AD-022,CMP-006,2026-02-23 13:38:38,Mobile
IMP-157881,FNP-U08358,AD-001,CMP-001,2026-01-08 09:17:53,Mobile
IMP-141817,FNP-U04112,AD-008,CMP-002,2026-01-09 00:06:30,Desktop
IMP-068630,FNP-U04566,AD-006,CMP-002,2026-01-14 06:50:14,Desktop
IMP-053575,FNP-U01587,AD-011,CMP-003,2026-03-05 09:02:08,Tablet
IMP-143809,FNP-U09197,AD-003,CMP-001,2026-03-19 09:04:39,Mobile
IMP-035127,FNP-U07205,AD-017,CMP-005,2026-03-03 00:23:36,Mobile
IMP-183389,FNP-U08852,AD-013,CMP-004,2026-01-28 21:40:33,Desktop
IMP-043206,FNP-U03947,AD-009,CMP-003,2026-03-13 18:49:22,Mobile
IMP-109658,FNP-U03080,AD-007,CMP-002,2026-01-21 09:11:12,Mobile
IMP-137686,FNP-U03434,AD-018,CMP-005,2026-03-16 13:22:40,Mobile
IMP-140250,FNP-U06490,AD-013,CMP-004,2026-02-02 06:20:54,Mobile
IMP-106446,FNP-U06991,AD-014,CMP-004,2026-03-12 13:54:58,Mobile
IMP-197025,FNP-U08032,AD-010,CMP-003,2026-02-09 13:19:15,Mobile
IMP-002527,FNP-U05048,AD-001,CMP-001,2026-02-17 13:28:19,Desktop
IMP-046299,FNP-U03579,AD-022,CMP-006,2026-01-26 18:59:29,Mobile
IMP-046617,FNP-U00017,AD-004,CMP-001,2026-01-03 21:08:37,Tablet
IMP-040270,FNP-U01455,AD-009,CMP-003,2026-03-25 21:05:36,Mobile
IMP-072644,FNP-U00952,AD-012,CMP-003,2026-01-05 18:30:10,Mobile
IMP-074225,FNP-U09192,AD-018,CMP-005,2026-03-21 13:28:15,Mobile
IMP-140163,FNP-U07375,AD-008,CMP-002,2026-02-23 18:12:42,Mobile
IMP-196094,FNP-U04606,AD-015,CMP-004,2026-01-29 13:25:27,Mobile
IMP-134393,FNP-U06889,AD-001,CMP-001,2026-01-15 06:30:48,Mobile
IMP-002771,FNP-U05085,AD-008,CMP-002,2026-02-04 13:40:03,Mobile
IMP-168113,FNP-U03561,AD-004,CMP-001,2026-01-30 00:11:35,Mobile
IMP-091193,FNP-U03550,AD-007,CMP-002,2026-02-04 18:46:18,Mobile
IMP-139125,FNP-U07931,AD-012,CMP-003,2026-02-06 18:36:05,Tablet
IMP-042989,FNP-U05577,AD-013,CMP-004,2026-01-03 13:35:14,Desktop
IMP-076587,FNP-U08947,AD-006,CMP-002,2026-01-23 09:46:11,Mobile
IMP-196604,FNP-U09031,AD-005,CMP-002,2026-02-02 21:29:40,Mobile
IMP-021472,FNP-U05761,AD-009,CMP-003,2026-01-14 18:25:38,Mobile
IMP-146057,FNP-U05164,AD-003,CMP-001,2026-03-21 13:58:21,Mobile
IMP-038592,FNP-U09113,AD-008,CMP-002,2026-01-04 13:40:43,Desktop
IMP-145806,FNP-U01985,AD-016,CMP-004,2026-01-29 00:31:15,Desktop
IMP-012786,FNP-U00371,AD-002,CMP-001,2026-02-20 18:49:22,Desktop
IMP-000769,FNP-U02111,AD-001,CMP-001,2026-03-20 09:50:18,Mobile
IMP-119306,FNP-U05577,AD-004,CMP-001,2026-02-05 13:55:36,Mobile
IMP-108200,FNP-U09119,AD-009,CMP-003,2026-03-04 09:46:51,Desktop
IMP-177142,FNP-U06027,AD-022,CMP-006,2026-02-10 21:30:42,Mobile
IMP-181871,FNP-U01829,AD-015,CMP-004,2026-02-01 21:35:14,Desktop
IMP-009556,FNP-U01428,AD-021,CMP-006,2026-03-09 21:21:12,Mobile
IMP-133189,FNP-U08714,AD-004,CMP-001,2026-01-19 13:31:58,Desktop
IMP-046151,FNP-U01945,AD-019,CMP-005,2026-03-05 21:00:32,Desktop
IMP-189236,FNP-U05687,AD-007,CMP-002,2026-03-26 13:43:48,Mobile
IMP-173950,FNP-U00608,AD-002,CMP-001,2026-03-09 18:56:33,Mobile
IMP-123650,FNP-U01334,AD-008,CMP-002,2026-02-13 06:05:53,Mobile
IMP-060396,FNP-U01487,AD-013,CMP-004,2026-01-17 00:02:55,Mobile
IMP-010024,FNP-U08938,AD-002,CMP-001,2026-03-01 13:52:05,Mobile
IMP-190788,FNP-U00218,AD-002,CMP-001,2026-01-20 09:41:21,Desktop
IMP-093941,FNP-U02311,AD-010,CMP-003,2026-01-10 13:27:05,Mobile
IMP-074202,FNP-U08432,AD-015,CMP-004,2026-02-04 18:20:36,Mobile
IMP-175982,FNP-U08732,AD-020,CMP-005,2026-03-20 00:58:35,Desktop
IMP-119498,FNP-U05226,AD-002,CMP-001,2026-01-11 21:02:44,Mobile
IMP-177733,FNP-U00958,AD-017,CMP-005,2026-03-10 21:40:19,Desktop
IMP-047221,FNP-U08106,AD-016,CMP-004,2026-03-06 13:05:27,Mobile
IMP-163725,FNP-U04632,AD-017,CMP-005,2026-03-04 13:43:02,Mobile
IMP-171713,FNP-U07665,AD-002,CMP-001,2026-02-15 18:29:28,Mobile
IMP-171803,FNP-U05806,AD-022,CMP-006,2026-01-22 21:45:21,Desktop
IMP-160772,FNP-U03799,AD-013,CMP-004,2026-02-06 13:58:55,Mobile
IMP-140449,FNP-U04642,AD-008,CMP-002,2026-02-08 18:50:38,Mobile
IMP-086986,FNP-U06157,AD-002,CMP-001,2026-02-25 21:08:12,Desktop
IMP-061584,FNP-U06607,AD-008,CMP-002,2026-02-28 09:17:08,Tablet
IMP-009804,FNP-U06539,AD-004,CMP-001,2026-03-15 13:52:50,Mobile
IMP-195985,FNP-U03277,AD-007,CMP-002,2026-03-11 21:57:01,Desktop
IMP-094473,FNP-U01100,AD-002,CMP-001,2026-03-06 21:11:35,Desktop
IMP-098853,FNP-U01392,AD-023,CMP-006,2026-01-15 13:24:11,Mobile
IMP-033763,FNP-U09267,AD-004,CMP-001,2026-03-07 18:19:19,Mobile
IMP-020614,FNP-U09531,AD-005,CMP-002,2026-02-03 13:08:34,Mobile
IMP-021317,FNP-U09852,AD-002,CMP-001,2026-01-24 21:41:34,Mobile
IMP-153596,FNP-U06621,AD-006,CMP-002,2026-03-03 18:36:07,Mobile
IMP-199480,FNP-U08351,AD-006,CMP-002,2026-03-23 13:58:01,Mobile
IMP-189446,FNP-U09134,AD-016,CMP-004,2026-03-31 21:12:57,Desktop
IMP-091446,FNP-U08999,AD-015,CMP-004,2026-01-31 13:57:48,Mobile
IMP-143361,FNP-U05879,AD-017,CMP-005,2026-03-25 09:30:26,Mobile
IMP-131178,FNP-U06890,AD-021,CMP-006,2026-02-08 21:29:30,Desktop
IMP-085328,FNP-U05745,AD-021,CMP-006,2026-03-09 09:58:03,Desktop
IMP-147980,FNP-U04586,AD-015,CMP-004,2026-01-24 18:21:33,Mobile
IMP-093130,FNP-U08469,AD-009,CMP-003,2026-03-05 06:59:15,Desktop
IMP-104875,FNP-U01740,AD-015,CMP-004,2026-02-15 18:19:24,Desktop
IMP-026725,FNP-U07918,AD-014,CMP-004,2026-03-17 09:17:59,Mobile
IMP-046945,FNP-U06724,AD-021,CMP-006,2026-03-14 18:56:27,Desktop
IMP-012235,FNP-U05425,AD-005,CMP-002,2026-01-19 09:53:49,Mobile
IMP-081817,FNP-U04884,AD-022,CMP-006,2026-01-04 09:18:29,Desktop
IMP-098254,FNP-U09077,AD-005,CMP-002,2026-03-11 21:17:43,Desktop
IMP-196181,FNP-U01894,AD-017,CMP-005,2026-03-25 09:06:10,Mobile
IMP-034426,FNP-U00731,AD-009,CMP-003,2026-01-31 13:18:39,Mobile
IMP-159486,FNP-U03524,AD-005,CMP-002,2026-03-26 13:53:13,Desktop
IMP-106648,FNP-U00103,AD-013,CMP-004,2026-01-29 09:05:46,Mobile
IMP-081167,FNP-U08075,AD-017,CMP-005,2026-01-11 13:47:59,Desktop
IMP-088484,FNP-U07087,AD-002,CMP-001,2026-02-27 13:20:05,Desktop
IMP-036541,FNP-U06874,AD-001,CMP-001,2026-01-21 13:22:04,Desktop
IMP-167070,FNP-U05080,AD-005,CMP-002,2026-02-12 21:54:06,Mobile
IMP-044776,FNP-U06299,AD-008,CMP-002,2026-02-25 09:54:31,Mobile
IMP-048626,FNP-U02261,AD-001,CMP-001,2026-02-20 09:59:36,Mobile
IMP-053910,FNP-U07951,AD-002,CMP-001,2026-03-05 13:40:05,Desktop
IMP-051173,FNP-U09150,AD-001,CMP-001,2026-02-22 18:16:32,Mobile
IMP-114221,FNP-U05134,AD-016,CMP-004,2026-03-11 00:06:24,Desktop
IMP-017320,FNP-U01779,AD-015,CMP-004,2026-03-17 13:19:55,Mobile
IMP-196532,FNP-U01270,AD-022,CMP-006,2026-03-16 09:41:13,Mobile
IMP-105465,FNP-U03047,AD-010,CMP-003,2026-02-14 21:29:40,Mobile
IMP-182217,FNP-U06699,AD-009,CMP-003,2026-03-19 18:09:08,Mobile
IMP-140863,FNP-U07502,AD-018,CMP-005,2026-03-30 18:14:02,Mobile
IMP-074996,FNP-U02505,AD-016,CMP-004,2026-02-06 09:56:10,Mobile
IMP-156057,FNP-U04543,AD-010,CMP-003,2026-01-08 13:27:39,Desktop
IMP-055544,FNP-U07362,AD-005,CMP-002,2026-02-08 13:22:33,Desktop
IMP-069557,FNP-U00962,AD-003,CMP-001,2026-03-04 09:54:37,Mobile
IMP-069025,FNP-U08234,AD-004,CMP-001,2026-03-21 13:12:10,Mobile
IMP-048608,FNP-U07497,AD-010,CMP-003,2026-03-13 09:11:53,Mobile
IMP-072626,FNP-U08224,AD-021,CMP-006,2026-03-21 18:34:02,Desktop
IMP-192191,FNP-U02748,AD-006,CMP-002,2026-02-10 13:44:33,Mobile
IMP-128793,FNP-U04272,AD-006,CMP-002,2026-03-29 18:31:24,Mobile
IMP-142989,FNP-U06527,AD-008,CMP-002,2026-01-30 00:10:47,Desktop
IMP-124672,FNP-U01202,AD-010,CMP-003,2026-02-15 13:20:55,Mobile
IMP-102736,FNP-U00216,AD-018,CMP-005,2026-03-08 09:02:14,Mobile
IMP-048844,FNP-U00937,AD-003,CMP-001,2026-03-06 13:37:13,Mobile
IMP-084357,FNP-U07720,AD-002,CMP-001,2026-02-11 06:02:11,Mobile
IMP-001670,FNP-U06038,AD-023,CMP-006,2026-01-22 21:58:47,Desktop
IMP-053170,FNP-U06460,AD-005,CMP-002,2026-03-28 18:48:33,Mobile
IMP-016066,FNP-U06705,AD-019,CMP-005,2026-03-20 06:52:14,Mobile
IMP-177596,FNP-U06802,AD-008,CMP-002,2026-02-07 18:54:00,Desktop
IMP-124814,FNP-U04544,AD-021,CMP-006,2026-02-28 09:46:05,Mobile
IMP-186356,FNP-U07668,AD-010,CMP-003,2026-01-26 13:14:21,Mobile
IMP-134771,FNP-U08213,AD-009,CMP-003,2026-01-03 06:21:11,Mobile
IMP-168624,FNP-U06837,AD-018,CMP-005,2026-02-20 09:55:01,Mobile
IMP-072094,FNP-U07466,AD-002,CMP-001,2026-03-22 18:28:00,Mobile
IMP-071422,FNP-U08868,AD-017,CMP-005,2026-03-02 18:14:43,Mobile
IMP-143055,FNP-U05232,AD-008,CMP-002,2026-03-20 09:07:38,Mobile
IMP-036545,FNP-U07750,AD-010,CMP-003,2026-01-19 13:45:18,Mobile
IMP-009129,FNP-U09584,AD-003,CMP-001,2026-02-25 13:54:54,Mobile
IMP-000020,FNP-U01811,AD-021,CMP-006,2026-03-14 09:58:56,Mobile
IMP-085209,FNP-U07747,AD-004,CMP-001,2026-02-17 06:11:40,Mobile
IMP-094145,FNP-U00185,AD-010,CMP-003,2026-02-14 09:54:36,Mobile
IMP-137150,FNP-U09156,AD-012,CMP-003,2026-02-04 09:32:47,Mobile
IMP-059861,FNP-U05903,AD-021,CMP-006,2026-01-24 13:07:06,Desktop
IMP-095567,FNP-U08093,AD-017,CMP-005,2026-03-16 21:39:30,Desktop
IMP-146031,FNP-U09540,AD-006,CMP-002,2026-03-20 13:26:30,Mobile
IMP-077153,FNP-U03892,AD-014,CMP-004,2026-03-17 13:21:12,Tablet
IMP-003014,FNP-U02217,AD-004,CMP-001,2026-01-31 09:52:24,Mobile
IMP-026640,FNP-U04526,AD-019,CMP-005,2026-01-13 13:00:33,Mobile
IMP-020302,FNP-U01999,AD-004,CMP-001,2026-03-03 13:12:48,Desktop
IMP-060177,FNP-U08834,AD-001,CMP-001,2026-02-02 06:18:42,Desktop
IMP-034809,FNP-U05752,AD-001,CMP-001,2026-02-28 21:34:52,Mobile
IMP-072648,FNP-U08496,AD-004,CMP-001,2026-01-24 13:02:50,Mobile
IMP-038622,FNP-U03621,AD-005,CMP-002,2026-03-07 18:15:38,Mobile
IMP-001213,FNP-U00884,AD-016,CMP-004,2026-01-24 09:53:56,Mobile
IMP-061828,FNP-U06686,AD-018,CMP-005,2026-01-27 06:56:19,Mobile
IMP-184840,FNP-U06639,AD-006,CMP-002,2026-01-27 21:49:39,Mobile
IMP-094977,FNP-U08476,AD-018,CMP-005,2026-03-02 09:10:19,Desktop
IMP-111097,FNP-U03258,AD-013,CMP-004,2026-02-06 18:51:47,Desktop
IMP-031475,FNP-U08965,AD-007,CMP-002,2026-03-03 13:40:35,Desktop
IMP-003287,FNP-U00306,AD-011,CMP-003,2026-01-07 00:58:42,Mobile
IMP-043186,FNP-U07393,AD-002,CMP-001,2026-03-27 09:34:44,Desktop
IMP-077338,FNP-U03253,AD-008,CMP-002,2026-01-22 09:20:43,Mobile
IMP-134685,FNP-U04798,AD-005,CMP-002,2026-03-21 18:58:18,Desktop
IMP-141133,FNP-U06685,AD-004,CMP-001,2026-03-09 09:19:16,Desktop
IMP-195034,FNP-U08488,AD-018,CMP-005,2026-02-18 13:02:02,Mobile
IMP-023630,FNP-U05192,AD-013,CMP-004,2026-02-12 18:16:35,Mobile
IMP-138074,FNP-U07103,AD-001,CMP-001,2026-02-19 09:39:31,Desktop
IMP-094373,FNP-U06325,AD-005,CMP-002,2026-03-25 13:41:55,Mobile
IMP-164983,FNP-U07482,AD-017,CMP-005,2026-03-10 06:04:40,Mobile
IMP-052931,FNP-U09670,AD-003,CMP-001,2026-02-15 21:51:55,Mobile
IMP-014468,FNP-U08517,AD-021,CMP-006,2026-03-26 09:54:37,Mobile
IMP-016923,FNP-U03847,AD-001,CMP-001,2026-02-22 13:59:36,Mobile
IMP-161452,FNP-U05458,AD-017,CMP-005,2026-03-31 21:47:36,Desktop
IMP-079230,FNP-U00428,AD-012,CMP-003,2026-03-26 18:58:50,Mobile
IMP-104813,FNP-U00926,AD-009,CMP-003,2026-03-07 21:26:29,Desktop
IMP-114134,FNP-U08245,AD-004,CMP-001,2026-02-08 13:59:48,Mobile
IMP-149028,FNP-U02096,AD-001,CMP-001,2026-03-09 09:45:46,Mobile
IMP-053703,FNP-U04915,AD-009,CMP-003,2026-02-05 06:46:06,Mobile
IMP-053328,FNP-U06315,AD-014,CMP-004,2026-03-13 13:32:23,Mobile
IMP-157016,FNP-U05205,AD-010,CMP-003,2026-02-14 13:37:30,Mobile
IMP-116469,FNP-U04759,AD-001,CMP-001,2026-03-01 21:25:56,Mobile
IMP-130918,FNP-U09788,AD-013,CMP-004,2026-03-25 09:53:12,Desktop
IMP-008384,FNP-U06494,AD-008,CMP-002,2026-02-19 09:44:01,Desktop
IMP-065187,FNP-U07915,AD-012,CMP-003,2026-02-13 13:11:51,Desktop
IMP-041569,FNP-U06828,AD-003,CMP-001,2026-01-14 21:43:19,Mobile
IMP-178226,FNP-U08664,AD-005,CMP-002,2026-03-30 09:44:14,Mobile
IMP-007008,FNP-U04137,AD-010,CMP-003,2026-03-25 18:38:31,Mobile
IMP-165694,FNP-U09632,AD-015,CMP-004,2026-02-10 09:50:29,Mobile
IMP-089527,FNP-U03306,AD-022,CMP-006,2026-01-17 09:40:03,Desktop
IMP-171274,FNP-U02314,AD-001,CMP-001,2026-02-21 18:42:28,Tablet
IMP-142297,FNP-U04540,AD-018,CMP-005,2026-01-14 06:12:32,Mobile
IMP-062892,FNP-U00796,AD-015,CMP-004,2026-03-14 13:44:41,Mobile
IMP-012176,FNP-U06987,AD-009,CMP-003,2026-03-15 13:48:24,Mobile
IMP-054610,FNP-U06943,AD-010,CMP-003,2026-01-23 18:56:01,Mobile
IMP-134249,FNP-U00128,AD-015,CMP-004,2026-02-15 13:09:39,Mobile
IMP-058819,FNP-U01474,AD-014,CMP-004,2026-03-10 13:02:46,Desktop
IMP-088912,FNP-U03254,AD-021,CMP-006,2026-02-24 13:57:49,Mobile
IMP-136600,FNP-U07152,AD-024,CMP-006,2026-02-27 18:03:09,Mobile
IMP-132725,FNP-U03516,AD-008,CMP-002,2026-03-15 06:13:56,Mobile
IMP-091380,FNP-U00953,AD-006,CMP-002,2026-02-03 13:53:42,Mobile
IMP-164188,FNP-U00481,AD-009,CMP-003,2026-03-03 13:39:23,Desktop
IMP-149736,FNP-U02013,AD-012,CMP-003,2026-01-15 18:45:50,Mobile
IMP-188730,FNP-U04574,AD-006,CMP-002,2026-03-12 00:52:25,Desktop
IMP-088869,FNP-U04080,AD-013,CMP-004,2026-01-05 18:09:48,Mobile
IMP-146537,FNP-U04394,AD-002,CMP-001,2026-03-29 09:09:59,Mobile
IMP-017522,FNP-U09944,AD-017,CMP-005,2026-03-21 18:24:46,Mobile
IMP-149243,FNP-U00685,AD-017,CMP-005,2026-01-12 09:35:44,Mobile
IMP-027776,FNP-U05724,AD-002,CMP-001,2026-02-08 13:08:28,Mobile
IMP-184518,FNP-U02503,AD-005,CMP-002,2026-03-29 00:20:07,Desktop
IMP-061542,FNP-U08727,AD-014,CMP-004,2026-03-04 06:26:49,Mobile
IMP-064592,FNP-U07467,AD-006,CMP-002,2026-03-12 00:05:30,Mobile
