engagement_id,impression_id,user_id,ad_id,campaign_id,engagement_type,time_spent_seconds,scroll_depth_percent,interaction_count,engagement_timestamp
ENG-057202,IMP-004623,FNP-U05225,AD-020,CMP-005,click,3,23,1,2026-02-13 10:02:00
ENG-089860,IMP-139067,FNP-U05225,AD-005,CMP-002,hover,15,17,2,2026-02-16 21:07:48
ENG-040666,IMP-027479,FNP-U05225,AD-014,CMP-004,hover,3,14,2,2026-02-21 18:48:46
ENG-064147,IMP-177926,FNP-U05225,AD-002,CMP-001,scroll,31,83,3,2026-03-06 14:02:23
ENG-057754,IMP-125978,FNP-U05225,AD-004,CMP-001,scroll,55,75,1,2026-03-07 09:06:02
ENG-049658,IMP-017198,FNP-U05225,AD-013,CMP-004,hover,7,0,2,2026-03-07 13:47:21
ENG-049585,IMP-108018,FNP-U05225,AD-001,CMP-001,scroll,111,90,1,2026-03-19 21:51:47
ENG-092747,IMP-194652,FNP-U05225,AD-002,CMP-001,scroll,13,61,2,2026-03-24 18:29:37
ENG-046646,IMP-046453,FNP-U05225,AD-014,CMP-004,click,9,13,1,2026-03-27 10:01:29
ENG-065976,IMP-032644,FNP-U05226,AD-001,CMP-001,video_watch,67,67,2,2026-01-02 09:22:41
ENG-037596,IMP-190071,FNP-U05226,AD-017,CMP-005,video_watch,184,89,2,2026-01-03 13:33:24
ENG-024167,IMP-047947,FNP-U05226,AD-015,CMP-004,hover,20,18,1,2026-01-08 00:37:15
ENG-057319,IMP-119498,FNP-U05226,AD-002,CMP-001,scroll,56,73,1,2026-01-11 21:10:44
ENG-053614,IMP-193263,FNP-U05226,AD-018,CMP-005,scroll,117,51,2,2026-01-31 21:34:19
ENG-003220,IMP-199288,FNP-U05226,AD-009,CMP-003,hover,8,19,1,2026-02-02 18:18:17
ENG-031239,IMP-146921,FNP-U05226,AD-011,CMP-003,scroll,90,47,3,2026-02-05 18:06:38
ENG-058811,IMP-144766,FNP-U05226,AD-001,CMP-001,video_watch,104,65,2,2026-02-08 06:09:48
ENG-038544,IMP-003738,FNP-U05226,AD-002,CMP-001,click,6,31,1,2026-02-08 18:52:11
ENG-031021,IMP-087502,FNP-U05226,AD-010,CMP-003,hover,10,0,2,2026-02-13 09:39:36
ENG-092373,IMP-081273,FNP-U05226,AD-008,CMP-002,hover,12,11,1,2026-03-01 13:45:40
ENG-010214,IMP-027321,FNP-U05226,AD-005,CMP-002,hover,3,12,2,2026-03-18 13:23:31
ENG-066886,IMP-069338,FNP-U05227,AD-011,CMP-003,click,8,12,1,2026-01-02 09:48:42
ENG-078527,IMP-183490,FNP-U05227,AD-002,CMP-001,hover,6,19,2,2026-01-06 09:48:47
ENG-098396,IMP-102096,FNP-U05227,AD-008,CMP-002,hover,8,11,2,2026-01-11 06:54:42
ENG-027242,IMP-095117,FNP-U05227,AD-004,CMP-001,click,5,57,1,2026-01-17 13:56:18
ENG-006269,IMP-168549,FNP-U05227,AD-001,CMP-001,video_watch,104,38,2,2026-01-27 13:19:55
ENG-086400,IMP-001040,FNP-U05227,AD-013,CMP-004,click,4,34,1,2026-02-12 09:32:53
ENG-074527,IMP-066064,FNP-U05227,AD-014,CMP-004,click,4,48,1,2026-03-11 06:45:09
ENG-004832,IMP-020156,FNP-U05227,AD-013,CMP-004,hover,11,8,2,2026-03-11 21:57:11
ENG-059350,IMP-131490,FNP-U05227,AD-009,CMP-003,scroll,65,49,1,2026-03-16 13:38:55
ENG-000762,IMP-162283,FNP-U05227,AD-018,CMP-005,click,2,15,1,2026-03-18 21:17:31
ENG-002614,IMP-147074,FNP-U05227,AD-017,CMP-005,click,6,24,1,2026-03-31 09:18:29
ENG-017824,IMP-192692,FNP-U05228,AD-018,CMP-005,scroll,64,57,3,2026-01-05 13:40:09
ENG-027312,IMP-016760,FNP-U05228,AD-003,CMP-001,scroll,83,67,1,2026-01-11 13:38:52
ENG-070501,IMP-059638,FNP-U05228,AD-010,CMP-003,hover,14,3,2,2026-01-12 09:58:11
ENG-015300,IMP-152968,FNP-U05228,AD-009,CMP-003,scroll,100,55,3,2026-01-13 00:07:57
ENG-042111,IMP-035249,FNP-U05228,AD-016,CMP-004,click,10,52,1,2026-02-04 13:38:11
ENG-019459,IMP-063834,FNP-U05228,AD-010,CMP-003,click,10,35,1,2026-02-07 09:36:09
ENG-003566,IMP-192379,FNP-U05228,AD-001,CMP-001,scroll,61,99,2,2026-02-15 13:09:08
ENG-029163,IMP-190419,FNP-U05228,AD-008,CMP-002,click,2,11,1,2026-02-23 18:29:42
ENG-089950,IMP-090045,FNP-U05228,AD-009,CMP-003,hover,17,3,2,2026-03-06 00:35:59
ENG-026546,IMP-144256,FNP-U05228,AD-019,CMP-005,scroll,26,49,2,2026-03-23 13:08:25
ENG-042798,IMP-088013,FNP-U05229,AD-015,CMP-004,click,5,57,1,2026-01-03 09:25:34
ENG-096338,IMP-060921,FNP-U05229,AD-008,CMP-002,scroll,68,77,2,2026-01-10 13:45:37
ENG-018445,IMP-128571,FNP-U05229,AD-001,CMP-001,video_watch,158,46,1,2026-01-17 09:36:20
ENG-093425,IMP-021890,FNP-U05229,AD-021,CMP-006,click,3,36,1,2026-01-19 13:19:01
ENG-048303,IMP-196384,FNP-U05229,AD-023,CMP-006,click,7,48,1,2026-01-30 18:52:32
ENG-025780,IMP-139328,FNP-U05229,AD-013,CMP-004,click,2,21,1,2026-02-02 18:44:14
ENG-009896,IMP-187247,FNP-U05229,AD-001,CMP-001,click,5,55,1,2026-02-13 13:41:17
ENG-096600,IMP-123314,FNP-U05229,AD-011,CMP-003,video_watch,202,63,2,2026-02-21 06:27:01
ENG-061448,IMP-081770,FNP-U05229,AD-006,CMP-002,scroll,108,72,3,2026-02-25 21:14:40
ENG-099402,IMP-167657,FNP-U05229,AD-017,CMP-005,video_watch,44,30,2,2026-03-13 13:24:11
ENG-072750,IMP-045164,FNP-U05229,AD-013,CMP-004,hover,8,12,2,2026-03-13 13:38:59
ENG-055750,IMP-173554,FNP-U05229,AD-008,CMP-002,scroll,76,52,1,2026-03-31 06:42:18
ENG-081836,IMP-180029,FNP-U05230,AD-017,CMP-005,video_watch,81,65,2,2026-01-04 09:55:06
ENG-034598,IMP-157950,FNP-U05230,AD-006,CMP-002,scroll,67,85,3,2026-01-27 09:30:10
ENG-063753,IMP-052663,FNP-U05230,AD-001,CMP-001,click,9,12,1,2026-02-12 00:49:57
ENG-095436,IMP-020505,FNP-U05230,AD-009,CMP-003,hover,6,13,1,2026-03-02 09:57:25
ENG-060936,IMP-092437,FNP-U05230,AD-005,CMP-002,click,4,21,1,2026-03-05 21:03:02
ENG-017351,IMP-128663,FNP-U05231,AD-005,CMP-002,hover,2,12,1,2026-01-12 09:21:34
ENG-052460,IMP-107597,FNP-U05231,AD-004,CMP-001,hover,8,4,1,2026-01-15 21:23:50
ENG-052905,IMP-047181,FNP-U05231,AD-013,CMP-004,click,8,13,1,2026-01-21 13:01:30
ENG-074691,IMP-113139,FNP-U05231,AD-015,CMP-004,click,10,34,1,2026-01-24 09:01:24
ENG-039187,IMP-004813,FNP-U05231,AD-021,CMP-006,hover,9,3,2,2026-02-01 09:09:34
ENG-027115,IMP-066971,FNP-U05231,AD-002,CMP-001,scroll,93,42,3,2026-02-22 13:29:44
ENG-010249,IMP-057592,FNP-U05231,AD-008,CMP-002,hover,12,5,1,2026-03-11 18:41:44
ENG-015655,IMP-112052,FNP-U05231,AD-001,CMP-001,scroll,62,47,2,2026-03-20 13:07:57
ENG-013027,IMP-047519,FNP-U05231,AD-008,CMP-002,click,10,38,1,2026-03-28 06:26:36
ENG-009027,IMP-086266,FNP-U05232,AD-002,CMP-001,scroll,98,94,3,2026-01-01 13:43:12
ENG-044638,IMP-085422,FNP-U05232,AD-015,CMP-004,click,3,34,1,2026-01-18 21:43:31
ENG-026180,IMP-103510,FNP-U05232,AD-017,CMP-005,video_watch,116,26,2,2026-02-12 18:23:01
ENG-096101,IMP-041512,FNP-U05232,AD-001,CMP-001,click,2,40,1,2026-02-14 21:13:32
ENG-045729,IMP-107283,FNP-U05232,AD-007,CMP-002,click,2,58,1,2026-03-07 06:09:58
ENG-099151,IMP-147212,FNP-U05232,AD-008,CMP-002,hover,4,14,2,2026-03-07 13:32:21
ENG-053332,IMP-117154,FNP-U05232,AD-001,CMP-001,video_watch,134,90,2,2026-03-09 00:43:30
ENG-008445,IMP-185484,FNP-U05232,AD-003,CMP-001,hover,11,17,1,2026-03-14 06:54:57
ENG-008916,IMP-100245,FNP-U05232,AD-008,CMP-002,click,3,47,1,2026-03-27 13:55:32
ENG-028173,IMP-034244,FNP-U05232,AD-018,CMP-005,click,1,19,1,2026-03-31 09:37:51
ENG-022506,IMP-074242,FNP-U05233,AD-001,CMP-001,video_watch,227,25,2,2026-01-03 00:13:23
ENG-015722,IMP-117143,FNP-U05233,AD-008,CMP-002,scroll,99,76,1,2026-01-14 09:48:11
ENG-020226,IMP-190402,FNP-U05233,AD-011,CMP-003,video_watch,122,57,2,2026-01-31 06:20:18
ENG-050767,IMP-193627,FNP-U05233,AD-015,CMP-004,hover,3,4,1,2026-02-03 19:01:00
ENG-048689,IMP-081582,FNP-U05233,AD-017,CMP-005,video_watch,241,81,1,2026-02-14 13:41:24
ENG-066908,IMP-136479,FNP-U05233,AD-008,CMP-002,scroll,70,65,1,2026-02-20 13:52:04
ENG-097633,IMP-103195,FNP-U05233,AD-011,CMP-003,video_watch,120,29,1,2026-02-21 13:43:03
ENG-034098,IMP-003110,FNP-U05233,AD-010,CMP-003,scroll,19,45,3,2026-02-28 09:27:37
ENG-054659,IMP-016655,FNP-U05233,AD-005,CMP-002,hover,12,13,2,2026-03-02 21:38:26
ENG-028760,IMP-129388,FNP-U05233,AD-013,CMP-004,hover,10,5,1,2026-03-27 09:03:22
ENG-013911,IMP-101296,FNP-U05234,AD-018,CMP-005,video_watch,135,50,2,2026-01-11 00:16:42
ENG-003960,IMP-090548,FNP-U05234,AD-003,CMP-001,hover,14,17,2,2026-01-16 21:15:22
ENG-023939,IMP-160595,FNP-U05234,AD-014,CMP-004,click,8,18,1,2026-01-22 21:25:47
ENG-054832,IMP-188986,FNP-U05234,AD-022,CMP-006,click,2,29,1,2026-02-06 18:47:49
ENG-040147,IMP-062671,FNP-U05234,AD-008,CMP-002,click,3,22,1,2026-02-11 18:46:20
ENG-026330,IMP-095095,FNP-U05234,AD-018,CMP-005,video_watch,222,82,2,2026-02-20 09:46:12
ENG-085825,IMP-041204,FNP-U05234,AD-009,CMP-003,scroll,80,96,2,2026-03-01 09:24:46
ENG-049509,IMP-063917,FNP-U05234,AD-002,CMP-001,scroll,51,88,2,2026-03-01 19:01:49
ENG-085748,IMP-026787,FNP-U05234,AD-018,CMP-005,video_watch,208,60,2,2026-03-14 21:44:46
ENG-076667,IMP-095995,FNP-U05235,AD-021,CMP-006,hover,19,3,2,2026-01-02 13:56:50
ENG-030527,IMP-127614,FNP-U05235,AD-006,CMP-002,click,9,54,1,2026-01-05 13:07:06
ENG-069629,IMP-082643,FNP-U05235,AD-006,CMP-002,click,3,37,1,2026-01-09 06:35:49
ENG-056945,IMP-138219,FNP-U05235,AD-018,CMP-005,video_watch,44,86,1,2026-01-16 07:05:32
ENG-037218,IMP-114229,FNP-U05235,AD-021,CMP-006,hover,7,13,2,2026-01-31 18:15:20
ENG-089033,IMP-168524,FNP-U05235,AD-008,CMP-002,hover,19,0,2,2026-02-04 13:37:22
ENG-056951,IMP-134054,FNP-U05235,AD-008,CMP-002,hover,4,2,1,2026-02-07 06:45:04
ENG-045858,IMP-015654,FNP-U05235,AD-009,CMP-003,hover,6,20,2,2026-02-13 13:51:17
ENG-053639,IMP-198265,FNP-U05235,AD-004,CMP-001,scroll,80,43,2,2026-02-22 13:08:02
ENG-077127,IMP-143245,FNP-U05235,AD-014,CMP-004,hover,19,12,2,2026-02-24 19:00:04
ENG-013829,IMP-047163,FNP-U05235,AD-021,CMP-006,click,6,54,1,2026-03-02 13:37:20
ENG-049017,IMP-055525,FNP-U05235,AD-008,CMP-002,scroll,109,92,1,2026-03-09 09:49:01
ENG-064239,IMP-080562,FNP-U05235,AD-014,CMP-004,hover,4,14,2,2026-03-12 06:12:47
ENG-058839,IMP-012861,FNP-U05235,AD-003,CMP-001,hover,9,13,2,2026-03-22 13:16:46
ENG-093514,IMP-053702,FNP-U05235,AD-001,CMP-001,click,6,60,1,2026-03-29 09:19:52
ENG-069531,IMP-021625,FNP-U05236,AD-008,CMP-002,scroll,104,84,1,2026-01-03 13:54:38
ENG-032133,IMP-027034,FNP-U05236,AD-012,CMP-003,click,6,47,1,2026-01-03 21:57:45
ENG-094014,IMP-155043,FNP-U05236,AD-005,CMP-002,scroll,41,92,3,2026-01-11 09:23:20
ENG-052247,IMP-152282,FNP-U05236,AD-002,CMP-001,click,3,29,1,2026-01-23 18:10:34
ENG-032019,IMP-032782,FNP-U05236,AD-020,CMP-005,click,6,12,1,2026-01-26 00:28:29
ENG-041498,IMP-066409,FNP-U05236,AD-015,CMP-004,click,3,42,1,2026-02-08 13:04:16
ENG-046852,IMP-119841,FNP-U05236,AD-003,CMP-001,scroll,94,76,3,2026-02-09 13:35:41
ENG-012346,IMP-118739,FNP-U05236,AD-015,CMP-004,hover,16,0,2,2026-02-20 13:22:39
ENG-077756,IMP-168952,FNP-U05236,AD-019,CMP-005,video_watch,77,50,2,2026-02-23 18:46:57
ENG-099793,IMP-131702,FNP-U05236,AD-009,CMP-003,scroll,44,94,2,2026-02-27 21:48:58
ENG-040253,IMP-021087,FNP-U05236,AD-004,CMP-001,scroll,53,45,1,2026-03-01 09:22:52
ENG-099737,IMP-126676,FNP-U05236,AD-013,CMP-004,hover,11,11,2,2026-03-15 09:31:51
ENG-040794,IMP-155743,FNP-U05236,AD-007,CMP-002,hover,8,20,2,2026-03-17 09:20:15
ENG-089892,IMP-083760,FNP-U05236,AD-006,CMP-002,scroll,43,68,3,2026-03-20 18:49:20
ENG-015205,IMP-154073,FNP-U05236,AD-008,CMP-002,hover,2,8,1,2026-03-26 18:19:18
ENG-044986,IMP-050095,FNP-U05237,AD-003,CMP-001,scroll,85,96,2,2026-01-07 09:16:23
ENG-054285,IMP-056390,FNP-U05237,AD-011,CMP-003,video_watch,107,74,2,2026-01-14 18:19:21
ENG-054245,IMP-000472,FNP-U05237,AD-017,CMP-005,scroll,44,93,3,2026-01-18 09:46:47
ENG-090442,IMP-196451,FNP-U05237,AD-010,CMP-003,click,4,10,1,2026-01-20 09:44:21
ENG-009478,IMP-032251,FNP-U05237,AD-008,CMP-002,hover,4,15,2,2026-01-21 14:00:33
ENG-024185,IMP-072718,FNP-U05237,AD-015,CMP-004,click,7,23,1,2026-01-23 18:48:12
ENG-035325,IMP-134669,FNP-U05237,AD-021,CMP-006,scroll,51,68,3,2026-01-25 21:44:37
ENG-003855,IMP-107104,FNP-U05237,AD-007,CMP-002,hover,17,17,2,2026-02-25 18:19:44
ENG-077360,IMP-035128,FNP-U05237,AD-017,CMP-005,scroll,100,72,1,2026-03-18 06:28:57
ENG-047694,IMP-145543,FNP-U05237,AD-012,CMP-003,click,8,51,1,2026-03-30 18:24:12
ENG-096066,IMP-018905,FNP-U05238,AD-006,CMP-002,video_watch,124,49,1,2026-01-02 06:58:17
ENG-043925,IMP-005164,FNP-U05238,AD-019,CMP-005,click,2,58,1,2026-01-04 09:14:30
ENG-005457,IMP-016751,FNP-U05238,AD-008,CMP-002,scroll,19,76,2,2026-01-05 18:53:51
ENG-064779,IMP-036612,FNP-U05238,AD-002,CMP-001,hover,2,3,1,2026-01-13 13:54:07
ENG-041792,IMP-076610,FNP-U05238,AD-021,CMP-006,hover,5,9,1,2026-01-20 21:15:15
ENG-014511,IMP-129535,FNP-U05238,AD-020,CMP-005,hover,8,20,2,2026-01-27 18:46:53
ENG-078553,IMP-197854,FNP-U05238,AD-017,CMP-005,video_watch,264,77,1,2026-01-30 09:30:36
ENG-087093,IMP-008603,FNP-U05238,AD-008,CMP-002,scroll,49,67,3,2026-02-16 21:28:11
ENG-031268,IMP-186431,FNP-U05238,AD-013,CMP-004,click,7,53,1,2026-02-24 06:34:14
ENG-050909,IMP-154738,FNP-U05238,AD-004,CMP-001,click,1,27,1,2026-02-28 13:43:24
ENG-088392,IMP-011524,FNP-U05238,AD-019,CMP-005,click,4,14,1,2026-03-26 21:43:52
ENG-015301,IMP-159342,FNP-U05239,AD-012,CMP-003,click,10,18,1,2026-01-02 13:52:28
ENG-067942,IMP-120838,FNP-U05239,AD-011,CMP-003,video_watch,116,79,1,2026-01-14 06:13:15
ENG-050266,IMP-018520,FNP-U05239,AD-016,CMP-004,click,9,27,1,2026-01-21 09:08:57
ENG-072012,IMP-083751,FNP-U05239,AD-008,CMP-002,click,5,17,1,2026-02-06 09:25:16
ENG-016026,IMP-172923,FNP-U05239,AD-015,CMP-004,click,10,32,1,2026-02-18 09:25:20
ENG-094354,IMP-162448,FNP-U05239,AD-001,CMP-001,scroll,102,54,1,2026-02-18 21:39:07
ENG-050401,IMP-014696,FNP-U05239,AD-018,CMP-005,scroll,117,79,1,2026-02-20 21:56:13
ENG-075622,IMP-195701,FNP-U05239,AD-005,CMP-002,click,7,35,1,2026-02-23 18:09:51
ENG-069333,IMP-087999,FNP-U05239,AD-008,CMP-002,hover,18,14,2,2026-02-28 13:07:11
ENG-087831,IMP-014384,FNP-U05239,AD-010,CMP-003,click,5,18,1,2026-03-08 13:14:02
ENG-008842,IMP-047332,FNP-U05239,AD-008,CMP-002,click,7,44,1,2026-03-09 18:11:47
ENG-063419,IMP-046247,FNP-U05239,AD-002,CMP-001,hover,17,0,2,2026-03-12 18:34:58
ENG-080881,IMP-098010,FNP-U05239,AD-015,CMP-004,hover,14,17,2,2026-03-15 18:16:18
ENG-060588,IMP-052008,FNP-U05239,AD-017,CMP-005,video_watch,80,43,1,2026-03-22 09:57:01
ENG-027888,IMP-066624,FNP-U05239,AD-007,CMP-002,click,8,20,1,2026-03-23 21:12:15
ENG-009474,IMP-046311,FNP-U05240,AD-011,CMP-003,click,7,28,1,2026-01-31 21:48:09
ENG-059739,IMP-166264,FNP-U05240,AD-017,CMP-005,video_watch,115,33,1,2026-02-02 06:20:26
ENG-066064,IMP-158847,FNP-U05240,AD-013,CMP-004,click,6,42,1,2026-02-03 13:22:53
ENG-084891,IMP-051197,FNP-U05240,AD-006,CMP-002,click,9,46,1,2026-02-11 21:38:49
ENG-004839,IMP-170951,FNP-U05240,AD-017,CMP-005,scroll,119,84,2,2026-02-24 18:55:23
ENG-077554,IMP-178404,FNP-U05240,AD-017,CMP-005,scroll,53,74,1,2026-02-27 18:13:24
ENG-058855,IMP-037078,FNP-U05240,AD-013,CMP-004,hover,3,10,2,2026-03-05 18:41:53
ENG-055722,IMP-064625,FNP-U05240,AD-014,CMP-004,click,3,60,1,2026-03-08 21:08:10
ENG-094801,IMP-030300,FNP-U05240,AD-016,CMP-004,click,9,11,1,2026-03-10 18:07:55
ENG-034564,IMP-016132,FNP-U05240,AD-010,CMP-003,click,10,45,1,2026-03-14 13:50:35
ENG-017745,IMP-082966,FNP-U05240,AD-008,CMP-002,hover,10,8,1,2026-03-17 09:02:18
ENG-057822,IMP-038932,FNP-U05240,AD-006,CMP-002,video_watch,248,28,1,2026-03-17 18:27:32
ENG-057637,IMP-040107,FNP-U05240,AD-010,CMP-003,hover,3,3,2,2026-03-25 13:12:04
ENG-098103,IMP-035122,FNP-U05240,AD-004,CMP-001,hover,3,0,2,2026-03-29 13:16:54
ENG-008362,IMP-017691,FNP-U05241,AD-001,CMP-001,video_watch,286,65,1,2026-01-10 14:15:26
ENG-055846,IMP-032082,FNP-U05241,AD-020,CMP-005,click,1,49,1,2026-01-14 00:36:27
ENG-073474,IMP-079656,FNP-U05241,AD-017,CMP-005,scroll,26,65,2,2026-01-21 13:59:22
ENG-051368,IMP-185293,FNP-U05241,AD-008,CMP-002,hover,14,2,2,2026-02-16 09:14:55
ENG-070935,IMP-138407,FNP-U05241,AD-017,CMP-005,scroll,114,94,2,2026-02-17 18:18:31
ENG-051144,IMP-081869,FNP-U05241,AD-012,CMP-003,scroll,66,68,1,2026-02-24 13:10:35
ENG-028222,IMP-102524,FNP-U05241,AD-010,CMP-003,scroll,49,61,3,2026-02-25 14:03:20
ENG-039644,IMP-138035,FNP-U05241,AD-017,CMP-005,video_watch,271,83,1,2026-03-03 21:40:28
ENG-007907,IMP-147459,FNP-U05241,AD-005,CMP-002,hover,13,15,2,2026-03-06 18:20:45
ENG-008639,IMP-034682,FNP-U05241,AD-016,CMP-004,click,9,17,1,2026-03-15 13:22:41
ENG-053165,IMP-031824,FNP-U05241,AD-014,CMP-004,hover,14,14,1,2026-03-23 00:18:52
ENG-097020,IMP-014266,FNP-U05241,AD-004,CMP-001,click,9,55,1,2026-03-24 13:31:09
ENG-010170,IMP-163808,FNP-U05241,AD-011,CMP-003,scroll,99,60,1,2026-03-27 21:20:37
ENG-006465,IMP-020254,FNP-U05241,AD-001,CMP-001,scroll,119,42,1,2026-03-31 09:50:56
ENG-096812,IMP-160835,FNP-U05242,AD-006,CMP-002,video_watch,61,33,1,2026-01-06 13:34:19
ENG-010049,IMP-188886,FNP-U05242,AD-019,CMP-005,video_watch,109,27,1,2026-01-18 13:20:04
ENG-014790,IMP-163664,FNP-U05242,AD-003,CMP-001,click,7,46,1,2026-01-29 09:16:55
ENG-099874,IMP-182925,FNP-U05242,AD-008,CMP-002,hover,9,15,1,2026-02-01 21:56:50
ENG-014946,IMP-056743,FNP-U05242,AD-004,CMP-001,hover,17,12,2,2026-03-08 13:11:43
ENG-027146,IMP-193707,FNP-U05242,AD-015,CMP-004,click,4,23,1,2026-03-09 09:56:07
ENG-057945,IMP-023649,FNP-U05242,AD-020,CMP-005,scroll,50,44,1,2026-03-12 09:05:02
ENG-027287,IMP-187991,FNP-U05242,AD-007,CMP-002,hover,10,4,1,2026-03-13 06:15:10
ENG-034489,IMP-045290,FNP-U05242,AD-005,CMP-002,scroll,75,83,2,2026-03-16 18:26:07
ENG-060419,IMP-126388,FNP-U05242,AD-017,CMP-005,scroll,38,56,1,2026-03-18 21:34:43
ENG-082604,IMP-076908,FNP-U05243,AD-007,CMP-002,hover,9,18,1,2026-01-08 21:16:26
ENG-098123,IMP-039415,FNP-U05243,AD-005,CMP-002,hover,2,5,1,2026-02-02 13:07:24
ENG-077155,IMP-196024,FNP-U05243,AD-004,CMP-001,hover,4,16,2,2026-02-14 13:11:16
ENG-075520,IMP-067166,FNP-U05243,AD-020,CMP-005,scroll,29,69,2,2026-02-18 13:48:27
ENG-056746,IMP-101879,FNP-U05243,AD-002,CMP-001,hover,2,5,1,2026-02-28 06:14:52
ENG-084206,IMP-056818,FNP-U05243,AD-008,CMP-002,scroll,49,75,2,2026-03-04 06:18:43
ENG-066181,IMP-034866,FNP-U05243,AD-017,CMP-005,click,2,22,1,2026-03-04 09:56:15
ENG-046755,IMP-160163,FNP-U05243,AD-001,CMP-001,scroll,29,63,2,2026-03-20 06:11:30
ENG-099480,IMP-107798,FNP-U05244,AD-018,CMP-005,video_watch,266,60,1,2026-01-04 09:21:45
ENG-006089,IMP-145372,FNP-U05244,AD-008,CMP-002,hover,11,16,1,2026-01-16 21:03:06
ENG-082529,IMP-113930,FNP-U05244,AD-006,CMP-002,scroll,94,63,1,2026-03-01 13:49:00
ENG-078535,IMP-182022,FNP-U05244,AD-004,CMP-001,hover,8,2,2,2026-03-13 09:06:08
ENG-020455,IMP-186702,FNP-U05244,AD-009,CMP-003,hover,10,4,1,2026-03-18 09:04:02
ENG-046308,IMP-091248,FNP-U05245,AD-008,CMP-002,hover,7,11,2,2026-01-04 13:54:37
ENG-058621,IMP-188143,FNP-U05245,AD-003,CMP-001,scroll,43,84,2,2026-01-07 18:16:26
ENG-061093,IMP-060924,FNP-U05245,AD-013,CMP-004,click,10,53,1,2026-01-26 18:15:09
ENG-070604,IMP-114030,FNP-U05245,AD-016,CMP-004,click,9,23,1,2026-01-28 18:08:08
ENG-088117,IMP-152257,FNP-U05245,AD-022,CMP-006,video_watch,155,52,1,2026-03-08 09:53:08
ENG-098895,IMP-091051,FNP-U05245,AD-001,CMP-001,scroll,77,63,2,2026-03-17 09:12:07
ENG-005916,IMP-108957,FNP-U05245,AD-022,CMP-006,video_watch,188,39,1,2026-03-30 13:35:37
ENG-057778,IMP-014587,FNP-U05246,AD-017,CMP-005,scroll,21,83,1,2026-01-07 09:19:56
ENG-005043,IMP-063049,FNP-U05246,AD-009,CMP-003,scroll,101,78,3,2026-02-02 21:19:33
ENG-056671,IMP-184419,FNP-U05246,AD-006,CMP-002,video_watch,269,42,1,2026-02-07 22:00:20
ENG-011272,IMP-064873,FNP-U05246,AD-017,CMP-005,scroll,29,83,1,2026-02-13 18:14:28
ENG-018235,IMP-157789,FNP-U05246,AD-018,CMP-005,scroll,120,53,2,2026-02-26 18:17:07
ENG-037401,IMP-026882,FNP-U05246,AD-004,CMP-001,scroll,11,81,3,2026-03-02 13:10:23
ENG-088146,IMP-075535,FNP-U05246,AD-006,CMP-002,click,4,14,1,2026-03-07 09:48:30
ENG-054985,IMP-100863,FNP-U05246,AD-004,CMP-001,scroll,49,53,2,2026-03-11 18:18:13
ENG-043763,IMP-172331,FNP-U05246,AD-015,CMP-004,click,9,51,1,2026-03-14 06:06:13
ENG-054134,IMP-092815,FNP-U05247,AD-006,CMP-002,scroll,60,92,3,2026-01-02 18:33:16
ENG-052408,IMP-035549,FNP-U05247,AD-013,CMP-004,hover,15,3,1,2026-01-13 13:23:24
ENG-022664,IMP-016743,FNP-U05247,AD-021,CMP-006,hover,15,1,2,2026-01-13 21:32:35
ENG-027005,IMP-135376,FNP-U05247,AD-018,CMP-005,video_watch,206,36,2,2026-01-20 13:57:56
ENG-095714,IMP-094894,FNP-U05247,AD-017,CMP-005,scroll,109,74,1,2026-01-20 18:20:23
ENG-005490,IMP-010396,FNP-U05247,AD-006,CMP-002,scroll,115,57,3,2026-01-28 00:52:31
ENG-053997,IMP-104253,FNP-U05247,AD-017,CMP-005,scroll,14,86,3,2026-01-30 09:47:13
ENG-033969,IMP-127180,FNP-U05247,AD-017,CMP-005,click,7,15,1,2026-02-06 13:58:23
ENG-096691,IMP-147372,FNP-U05247,AD-003,CMP-001,scroll,70,97,3,2026-02-11 13:15:46
ENG-078176,IMP-005191,FNP-U05247,AD-011,CMP-003,video_watch,226,53,2,2026-02-26 21:44:11
ENG-072075,IMP-040798,FNP-U05247,AD-004,CMP-001,scroll,15,69,2,2026-03-24 10:03:15
ENG-099331,IMP-075669,FNP-U05248,AD-015,CMP-004,hover,13,12,1,2026-01-16 18:08:27
ENG-081614,IMP-073362,FNP-U05248,AD-006,CMP-002,click,8,58,1,2026-01-19 13:05:05
ENG-072595,IMP-187534,FNP-U05248,AD-010,CMP-003,click,1,15,1,2026-03-02 13:59:32
ENG-002643,IMP-175109,FNP-U05249,AD-021,CMP-006,scroll,85,72,2,2026-01-11 09:08:23
ENG-032430,IMP-050206,FNP-U05249,AD-018,CMP-005,scroll,26,65,2,2026-01-12 09:46:31
ENG-075776,IMP-057356,FNP-U05249,AD-018,CMP-005,click,9,47,1,2026-01-23 09:32:17
ENG-056057,IMP-064795,FNP-U05249,AD-008,CMP-002,hover,15,12,1,2026-01-27 13:12:20
ENG-029847,IMP-045535,FNP-U05249,AD-017,CMP-005,video_watch,183,68,1,2026-01-31 10:13:34
ENG-023474,IMP-118975,FNP-U05249,AD-006,CMP-002,scroll,120,43,2,2026-02-25 09:22:43
ENG-052634,IMP-188243,FNP-U05249,AD-003,CMP-001,hover,17,15,1,2026-03-05 00:48:25
